Target,Ticker,Group,Feature,Mean_Abs_SHAP
Forward_Return_5d,LTBR,core_set,MACD_Histogram,0.00011295303129286037
Forward_Return_5d,LTBR,core_set,Realized_Volatility,0.00026517734528618014
Forward_Return_5d,LTBR,core_set,Sentiment_Index,4.29577776820914e-05
Forward_Return_5d,LTBR,core_set,Sentiment_Momentum,7.708604285007501e-05
Forward_Return_5d,NNE,core_set,Close,9.270191191734202e-05
Forward_Return_5d,NNE,core_set,Volume,0.00011468129850948334
Forward_Return_5d,NNE,core_set,Daily_Return,0.0001394667949982426
Forward_Return_5d,NNE,core_set,Log_Return,0.0001078667193129595
Forward_Return_5d,NNE,core_set,MA_10,0.00010839260778299846
Forward_Return_5d,NNE,core_set,MA_50,7.014685476471481e-05
Forward_Return_5d,NNE,core_set,RSI,0.00010468708429069524
Forward_Return_5d,NNE,core_set,MACD,8.513203274999062e-05
Forward_Return_5d,NNE,core_set,MACD_Signal,0.00012948070544475484
Forward_Return_5d,NNE,core_set,MACD_Histogram,9.605342283830771e-05
Forward_Return_5d,NNE,core_set,Realized_Volatility,6.817886409762495e-05
Forward_Return_5d,NNE,core_set,Sentiment_Index,0.001221008262568008
Forward_Return_5d,NNE,core_set,Sentiment_Momentum,0.0012952587030224563
Forward_Return_5d,NXE,core_set,Close,0.00028059615315473085
Forward_Return_5d,NXE,core_set,Volume,7.362168280251072e-05
Forward_Return_5d,NXE,core_set,Daily_Return,4.849111778366566e-05
Forward_Return_5d,NXE,core_set,Log_Return,3.5340257927187906e-05
Forward_Return_5d,NXE,core_set,MA_10,5.933535805578522e-05
Forward_Return_5d,NXE,core_set,MA_50,0.000292331097390173
Forward_Return_5d,NXE,core_set,RSI,0.00012318595676628658
Forward_Return_5d,NXE,core_set,MACD,8.443137423380834e-05
Forward_Return_5d,NXE,core_set,MACD_Signal,4.3458701705653743e-05
Forward_Return_5d,NXE,core_set,MACD_Histogram,0.00025992456426056983
Forward_Return_5d,NXE,core_set,Realized_Volatility,4.5792335120318145e-05
Forward_Return_5d,NXE,core_set,Sentiment_Index,0.00014322164085743913
Forward_Return_5d,NXE,core_set,Sentiment_Momentum,9.114244965181202e-05
Forward_Return_5d,SMR,core_set,Close,6.225278268848611e-05
Forward_Return_5d,SMR,core_set,Volume,4.924499796856183e-05
Forward_Return_5d,SMR,core_set,Daily_Return,4.9087669645193307e-05
Forward_Return_5d,SMR,core_set,Log_Return,3.768822724874757e-05
Forward_Return_5d,SMR,core_set,MA_10,2.963909221321962e-05
Forward_Return_5d,SMR,core_set,MA_50,6.873806250246736e-05
Forward_Return_5d,SMR,core_set,RSI,0.0002639891380457864
Forward_Return_5d,SMR,core_set,MACD,2.328253056391248e-05
Forward_Return_5d,SMR,core_set,MACD_Signal,2.441833000020905e-05
Forward_Return_5d,SMR,core_set,MACD_Histogram,3.262463493172927e-05
Forward_Return_5d,SMR,core_set,Realized_Volatility,0.00033401913836269735
Forward_Return_5d,SMR,core_set,Sentiment_Index,0.00012996953711877745
Forward_Return_5d,SMR,core_set,Sentiment_Momentum,0.0003101911136146312
